INFO:root:Input args: Namespace(dname='MNIST', seeds=[0], architecture='MNIST_CNN', accountant='rdp', individualize='sampling', log_iteration=100, lr=0.6, momentum=0.5, epochs=80, n_workers=6, batch_size=512, max_physical_batch_size=128, delta=1e-05, budgets=[1.0, 10.0, 100.0], ratios=[0.54, 0.37, 0.09], max_grad_norm=0.2, noise_multiplier=3.42529, weights=None, adapt_weights_to_budgets=True, use_cuda='True', save_path='../mnist_extra_results/sampling/MNIST/epochs_80_batch_512_lr_0.6_max_grad_norm_0.2_budgets_1.0_10.0_100.0_ratios_0.54_0.37_0.09_seeds_0', mode='mia', accuracy_log='accuracy.log', assign_budget='even', class_budgets=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], mia_ndata=60000, mia_count=0, allow_excess=False, save_model='True')
INFO:root:seed: 0,   max_iteration: 9375,   1 epoch ~= 117 iterations
INFO:root:seed: 0,   max_iteration: 9375,   1 epoch ~= 117 iterations
INFO:root:Initializing privacy parameters:   max_grad_norm=0.2,   sample_rate=0.00847457627118644,   noise_multiplier 0.5246554565429689,   individual sample_rates=[6.628571182768793e-08, 0.002474976561187744, 0.022924805458251957]
INFO:root:iteration: 0,   train accuracy: 10.15,   test accuracy: 9.97,   loss: 2.30645,   DP costs: [0.931, 2.987, 4.818],   average batch-size: 524,   best alpha: [9.93, 4.27, 3.32],   time: 1
INFO:root:iteration: 100,   train accuracy: 71.52,   test accuracy: 72.82,   loss: 1.13282,   DP costs: [0.963, 4.059, 11.082],   average batch-size: 511,   best alpha: [9.68, 3.56, 2.26],   time: 13
INFO:root:iteration: 200,   train accuracy: 80.84,   test accuracy: 81.91,   loss: 0.66794,   DP costs: [0.968, 4.354, 13.755],   average batch-size: 508,   best alpha: [9.64, 3.44, 2.12],   time: 26
INFO:root:iteration: 300,   train accuracy: 87.5,   test accuracy: 87.36,   loss: 0.51788,   DP costs: [0.971, 4.566, 15.899],   average batch-size: 515,   best alpha: [9.61, 3.37, 2.03],   time: 39
INFO:root:iteration: 400,   train accuracy: 89.54,   test accuracy: 89.99,   loss: 0.42742,   DP costs: [0.974, 4.739, 17.775],   average batch-size: 502,   best alpha: [9.61, 3.31, 1.96],   time: 50
INFO:root:iteration: 500,   train accuracy: 91.52,   test accuracy: 91.76,   loss: 0.22094,   DP costs: [0.976, 4.889, 19.48],   average batch-size: 505,   best alpha: [9.61, 3.26, 1.91],   time: 64
INFO:root:iteration: 600,   train accuracy: 92.87,   test accuracy: 92.82,   loss: 0.39663,   DP costs: [0.977, 5.024, 21.067],   average batch-size: 498,   best alpha: [9.57, 3.24, 1.87],   time: 77
INFO:root:iteration: 700,   train accuracy: 93.16,   test accuracy: 93.53,   loss: 0.21268,   DP costs: [0.978, 5.146, 22.562],   average batch-size: 505,   best alpha: [9.57, 3.21, 1.84],   time: 90
INFO:root:iteration: 800,   train accuracy: 93.87,   test accuracy: 94.03,   loss: 0.14899,   DP costs: [0.979, 5.261, 23.985],   average batch-size: 514,   best alpha: [9.57, 3.18, 1.8],   time: 104
INFO:root:iteration: 900,   train accuracy: 93.83,   test accuracy: 94.55,   loss: 0.11021,   DP costs: [0.98, 5.368, 25.352],   average batch-size: 512,   best alpha: [9.57, 3.16, 1.78],   time: 118
INFO:root:iteration: 1000,   train accuracy: 94.09,   test accuracy: 94.88,   loss: 0.18561,   DP costs: [0.981, 5.469, 26.667],   average batch-size: 504,   best alpha: [9.54, 3.13, 1.76],   time: 132
INFO:root:iteration: 1100,   train accuracy: 94.79,   test accuracy: 95.19,   loss: 0.14315,   DP costs: [0.981, 5.566, 27.942],   average batch-size: 519,   best alpha: [9.54, 3.12, 1.74],   time: 146
INFO:root:iteration: 1200,   train accuracy: 95.92,   test accuracy: 95.53,   loss: 0.4074,   DP costs: [0.982, 5.658, 29.178],   average batch-size: 510,   best alpha: [9.54, 3.09, 1.71],   time: 160
INFO:root:iteration: 1300,   train accuracy: 95.55,   test accuracy: 95.71,   loss: 0.14548,   DP costs: [0.983, 5.747, 30.387],   average batch-size: 509,   best alpha: [9.54, 3.08, 1.7],   time: 175
INFO:root:iteration: 1400,   train accuracy: 95.65,   test accuracy: 95.92,   loss: 0.10609,   DP costs: [0.983, 5.833, 31.564],   average batch-size: 524,   best alpha: [9.54, 3.06, 1.69],   time: 188
INFO:root:iteration: 1500,   train accuracy: 95.64,   test accuracy: 96.08,   loss: 0.19033,   DP costs: [0.984, 5.916, 32.717],   average batch-size: 504,   best alpha: [9.54, 3.04, 1.67],   time: 201
INFO:root:iteration: 1600,   train accuracy: 96.56,   test accuracy: 96.19,   loss: 0.27331,   DP costs: [0.985, 5.996, 33.846],   average batch-size: 507,   best alpha: [9.54, 3.03, 1.65],   time: 215
INFO:root:iteration: 1700,   train accuracy: 95.34,   test accuracy: 96.32,   loss: 0.15406,   DP costs: [0.985, 6.074, 34.958],   average batch-size: 513,   best alpha: [9.5, 3.01, 1.65],   time: 229
