INFO:root:Input args: Namespace(dname='MNIST', seeds=[0], architecture='MNIST_CNN', accountant='rdp', individualize=None, log_iteration=100, lr=0.6, momentum=0.5, epochs=80, n_workers=6, batch_size=512, max_physical_batch_size=512, delta=1e-05, budgets=[1.0, 2.0, 3.0], ratios=[0.34, 0.43, 0.23], max_grad_norm=0.2, noise_multiplier=3.42529, weights=None, adapt_weights_to_budgets=True, use_cuda='True', save_path='../mnist_results/standard/MNIST/epochs_80_batch_512_lr_0.6_max_grad_norm_0.2_budgets_1.0_2.0_3.0_ratios_0.34_0.43_0.23_seeds_0', mode='mia', accuracy_log='accuracy.log', assign_budget='random', class_budgets=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], mia_ndata=60000, mia_count=0, allow_excess=False, save_model='True')
INFO:root:seed: 0,   max_iteration: 9375,   1 epoch ~= 117 iterations
INFO:root:seed: 0,   max_iteration: 9375,   1 epoch ~= 117 iterations
INFO:root:Initializing privacy parameters:   max_grad_norm=0.2,   sample_rate=0.00847457627118644,   noise_multiplier 3.42529296875,   no individual parameters
INFO:root:iteration: 0,   train accuracy: 10.14,   test accuracy: 10.09,   loss: 2.31319,   DP costs: 0.053,   average batch-size: 513,   best alpha: 111.95,   time: 1
INFO:root:iteration: 100,   train accuracy: 70.39,   test accuracy: 71.97,   loss: 1.19796,   DP costs: 0.092,   average batch-size: 497,   best alpha: 110.59,   time: 14
INFO:root:iteration: 200,   train accuracy: 79.69,   test accuracy: 80.57,   loss: 0.62169,   DP costs: 0.129,   average batch-size: 518,   best alpha: 97.04,   time: 27
INFO:root:iteration: 300,   train accuracy: 86.29,   test accuracy: 86.64,   loss: 0.49278,   DP costs: 0.16,   average batch-size: 509,   best alpha: 81.43,   time: 39
INFO:root:iteration: 400,   train accuracy: 88.86,   test accuracy: 89.85,   loss: 0.38851,   DP costs: 0.186,   average batch-size: 516,   best alpha: 72.07,   time: 52
INFO:root:iteration: 500,   train accuracy: 91.49,   test accuracy: 91.97,   loss: 0.23381,   DP costs: 0.209,   average batch-size: 554,   best alpha: 65.38,   time: 65
INFO:root:iteration: 600,   train accuracy: 92.62,   test accuracy: 93.09,   loss: 0.36377,   DP costs: 0.23,   average batch-size: 510,   best alpha: 60.28,   time: 78
INFO:root:iteration: 700,   train accuracy: 93.45,   test accuracy: 93.46,   loss: 0.20767,   DP costs: 0.249,   average batch-size: 495,   best alpha: 56.27,   time: 90
INFO:root:iteration: 800,   train accuracy: 92.96,   test accuracy: 94.13,   loss: 0.29801,   DP costs: 0.267,   average batch-size: 500,   best alpha: 53.17,   time: 103
INFO:root:iteration: 900,   train accuracy: 93.14,   test accuracy: 94.58,   loss: 0.25387,   DP costs: 0.284,   average batch-size: 523,   best alpha: 50.44,   time: 116
INFO:root:iteration: 1000,   train accuracy: 93.8,   test accuracy: 94.58,   loss: 0.2116,   DP costs: 0.301,   average batch-size: 462,   best alpha: 48.06,   time: 128
INFO:root:iteration: 1100,   train accuracy: 95.14,   test accuracy: 95.09,   loss: 0.18287,   DP costs: 0.316,   average batch-size: 500,   best alpha: 46.16,   time: 140
INFO:root:iteration: 1200,   train accuracy: 94.75,   test accuracy: 95.36,   loss: 0.1796,   DP costs: 0.331,   average batch-size: 490,   best alpha: 44.33,   time: 153
